Crop_Type,Soil_Type,Pesticide_Use_Category,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
Rabi,Alluvial,Herbicides,2267,5,45,8,Summer,Partial Damage
Kharif,Alluvial,Bactericides,731,20,30,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1132,30,18,15,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1478,30,50,3,Summer,Partial Damage
Kharif,Alluvial,Bactericides,1296,15,17,0,Summer,Partial Damage
Kharif,Black-Cotton,Insecticides,2688,0,0,0,Summer,Partial Damage
Rabi,Black-Cotton,Insecticides,731,0,0,0,Winter,Partial Damage
Rabi,Alluvial,Bactericides,3516,40,64,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,3896,20,37,24,Summer,Partial Damage
Rabi,Alluvial,Herbicides,984,30,30,11,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,1478,10,22,12,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,2688,30,40,14,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,3516,30,30,0,Summer,Partial Damage
Rabi,Alluvial,Bactericides,1785,10,49,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1296,40,49,0,Winter,Partial Damage
Rabi,Black-Cotton,Insecticides,448,0,0,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,851,20,18,20,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,283,20,21,0,Summer,Partial Damage
Rabi,Alluvial,Herbicides,1575,10,35,13,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,626,15,10,0,Winter,Partial Damage
Rabi,Alluvial,Bactericides,2015,20,40,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,2015,20,50,0,Winter,Partial Damage
Kharif,Alluvial,Bactericides,1296,20,30,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1212,10,30,9,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1575,10,40,7,Winter,Partial Damage
Rabi,Alluvial,Bactericides,731,25,35,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,1575,30,20,0,Winter,Partial Damage
Rabi,Black-Cotton,Insecticides,790,0,0,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,2688,60,44,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,732,25,32,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,2401,10,43,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1385,40,10,21,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,1678,20,48,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2541,25,27,27,Winter,Partial Damage
Rabi,Alluvial,Bactericides,1132,60,46,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1056,15,39,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1212,20,44,0,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,2267,20,55,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3516,20,50,15,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,677,40,18,15,Summer,Partial Damage
Kharif,Alluvial,Herbicides,1576,20,28,20,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1385,40,27,4,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2541,55,41,14,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1385,25,22,21,Summer,Partial Damage
Rabi,Alluvial,Bactericides,1576,15,47,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1898,40,24,26,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,2015,20,50,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1785,40,34,13,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2402,20,47,5,Winter,Partial Damage
Rabi,Alluvial,Bactericides,3337,10,58,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1056,25,40,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,1478,10,48,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,789,20,36,2,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1296,60,34,20,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,2015,20,37,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,2840,10,30,23,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1212,20,29,11,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,2542,40,41,0,Winter,Partial Damage
Rabi,Alluvial,Bactericides,2267,30,57,0,Winter,Partial Damage
Kharif,Black-Cotton,Bactericides,1785,20,47,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,2840,30,22,27,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1478,30,31,13,Summer,Partial Damage
Rabi,Alluvial,Herbicides,3895,10,41,26,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,2267,20,29,20,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2840,5,32,25,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,984,20,36,0,Summer,Partial Damage
Rabi,Alluvial,Insecticides,2542,0,0,0,Monsoon,Partial Damage
Kharif,Alluvial,Herbicides,2840,30,40,4,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1898,10,45,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,984,40,26,2,Winter,Partial Damage
Rabi,Alluvial,Herbicides,3164,15,34,15,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2138,15,48,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,789,15,37,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,3516,20,29,32,Summer,Partial Damage
Rabi,Alluvial,Herbicides,1385,20,13,3,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,850,20,34,0,Summer,Partial Damage
Rabi,Black-Cotton,Bactericides,789,25,30,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3702,30,50,13,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2016,30,50,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,3702,80,13,21,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1576,25,50,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3895,20,20,42,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1056,25,43,2,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1576,40,34,16,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1132,20,39,3,Summer,Partial Damage
Rabi,Alluvial,Herbicides,2138,10,20,30,Summer,Partial Damage
Rabi,Alluvial,Herbicides,2542,20,39,11,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1678,40,47,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2541,30,61,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2267,60,22,31,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2016,60,44,6,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2999,20,50,13,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1575,40,42,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2016,10,24,25,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,1132,30,30,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1678,20,8,17,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3164,60,48,11,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1898,40,25,23,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,2542,30,30,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,2999,25,58,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1296,40,24,20,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,1212,30,40,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1678,20,20,24,Summer,Partial Damage
Rabi,Alluvial,Bactericides,984,20,39,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2999,15,47,24,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2688,15,53,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2688,20,29,21,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,1678,20,36,6,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1785,20,11,35,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3516,15,42,10,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1898,30,30,20,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,3702,15,36,24,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1385,20,32,11,Winter,Partial Damage
Rabi,Alluvial,Herbicides,2139,10,15,37,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,1056,20,36,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1785,20,22,25,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1297,40,40,4,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,789,30,30,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1132,30,48,0,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,2840,20,32,25,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1576,15,25,20,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,1478,10,20,0,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,2015,40,50,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1212,20,43,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2016,30,41,9,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1576,50,33,13,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,2401,10,50,0,Winter,Partial Damage
Kharif,Alluvial,Bactericides,1898,20,20,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,410,40,26,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Insecticides,677,0,0,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2840,40,38,14,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,3702,20,29,34,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,915,30,26,12,Winter,Partial Damage
Rabi,Alluvial,Herbicides,677,40,25,3,Summer,Partial Damage
Rabi,Black-Cotton,Bactericides,2015,20,48,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Insecticides,916,0,0,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1296,20,12,28,Summer,Partial Damage
Rabi,Alluvial,Bactericides,626,20,37,0,Summer,Partial Damage
Rabi,Alluvial,Bactericides,1385,40,47,0,Summer,Partial Damage
Rabi,Alluvial,Herbicides,1297,20,27,17,Summer,Partial Damage
Kharif,Alluvial,Bactericides,1132,10,21,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1576,20,27,20,Summer,Partial Damage
Rabi,Alluvial,Bactericides,577,35,30,0,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,1576,20,35,0,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,2402,5,30,18,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2401,30,57,0,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,1678,20,46,0,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,984,35,23,12,Winter,Partial Damage
Rabi,Alluvial,Herbicides,2840,30,45,18,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,732,35,30,0,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,1678,30,46,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,342,20,28,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,1575,40,20,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,168,10,8,3,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1296,40,40,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,851,30,34,7,Summer,Partial Damage
Rabi,Alluvial,Herbicides,3702,20,45,17,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,3164,15,25,25,Summer,Partial Damage
Rabi,Black-Cotton,Insecticides,626,0,0,0,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,1785,40,33,17,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,3336,20,35,13,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,625,40,18,16,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,577,20,18,9,Summer,Partial Damage
Rabi,Alluvial,Bactericides,625,45,30,0,Monsoon,Partial Damage
Kharif,Black-Cotton,Insecticides,2401,0,0,0,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,1056,40,43,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1678,30,43,7,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,2267,20,48,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1576,5,40,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1576,40,40,8,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,732,20,12,0,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,577,30,30,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,257,25,24,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2402,40,15,36,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,1212,30,40,0,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,1575,35,36,7,Summer,Partial Damage
Rabi,Alluvial,Bactericides,2015,20,30,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,2267,15,45,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1132,20,31,5,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1478,25,45,0,Summer,Partial Damage
Rabi,Alluvial,Bactericides,1576,20,50,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1785,20,20,24,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,2542,20,53,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1678,40,52,0,Summer,Partial Damage
Rabi,Alluvial,Bactericides,410,40,28,0,Summer,Partial Damage
Rabi,Black-Cotton,Bactericides,3165,20,61,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,3165,20,36,21,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,850,20,20,14,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,2688,30,22,28,Winter,Partial Damage
Kharif,Alluvial,Insecticides,342,0,0,0,Monsoon,Partial Damage
Kharif,Alluvial,Herbicides,3516,5,10,17,Monsoon,Partial Damage
Kharif,Alluvial,Herbicides,1898,20,10,31,Summer,Partial Damage
Rabi,Alluvial,Herbicides,1898,20,18,26,Monsoon,Partial Damage
Rabi,Black-Cotton,Insecticides,2267,0,0,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2999,20,38,29,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,2999,20,35,14,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,2999,20,50,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1898,40,48,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1056,40,42,3,Summer,Partial Damage
Kharif,Alluvial,Bactericides,1385,20,41,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,1678,20,20,24,Summer,Partial Damage
Rabi,Black-Cotton,Bactericides,1898,40,44,0,Summer,Partial Damage
Rabi,Alluvial,Bactericides,1678,20,49,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2402,10,22,30,Summer,Partial Damage
Kharif,Black-Cotton,Insecticides,915,0,0,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,3516,15,49,22,Summer,Partial Damage
Rabi,Alluvial,Herbicides,731,20,20,11,Winter,Partial Damage
Rabi,Alluvial,Herbicides,2840,60,50,13,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,1132,20,33,0,Monsoon,Partial Damage
Kharif,Alluvial,Insecticides,168,0,0,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1385,20,36,4,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1478,50,37,10,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,677,20,33,0,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,448,20,29,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1478,40,40,6,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,1478,20,49,0,Winter,Partial Damage
Rabi,Black-Cotton,Herbicides,789,20,17,20,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2688,20,39,6,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,4097,55,21,35,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,984,50,32,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,2541,40,24,22,Summer,Partial Damage
Rabi,Alluvial,Bactericides,2267,40,52,0,Winter,Partial Damage
Rabi,Alluvial,Herbicides,3337,80,19,41,Winter,Partial Damage
Rabi,Alluvial,Herbicides,1297,40,33,9,Winter,Partial Damage
Kharif,Alluvial,Herbicides,1898,20,24,28,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,625,20,16,19,Monsoon,Partial Damage
Kharif,Alluvial,Herbicides,2999,20,8,24,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1898,30,50,0,Winter,Partial Damage
Rabi,Black-Cotton,Bactericides,1132,60,44,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1478,10,16,21,Summer,Partial Damage
Rabi,Alluvial,Herbicides,1786,20,29,15,Summer,Partial Damage
Rabi,Alluvial,Herbicides,3164,40,47,12,Monsoon,Partial Damage
Rabi,Black-Cotton,Bactericides,3337,30,58,0,Summer,Partial Damage
Kharif,Alluvial,Bactericides,732,30,34,0,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,2267,15,55,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,3895,20,18,31,Winter,Partial Damage
Kharif,Alluvial,Herbicides,1056,5,39,2,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,2999,20,37,20,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,851,80,30,4,Summer,Partial Damage
Kharif,Black-Cotton,Bactericides,731,10,36,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2840,20,40,16,Winter,Partial Damage
Kharif,Black-Cotton,Bactericides,984,30,41,0,Monsoon,Partial Damage
Kharif,Black-Cotton,Insecticides,150,0,0,0,Winter,Partial Damage
Rabi,Alluvial,Bactericides,1212,25,42,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1385,10,18,19,Monsoon,Partial Damage
Kharif,Black-Cotton,Bactericides,915,15,35,0,Winter,Partial Damage
Kharif,Alluvial,Bactericides,1385,30,42,0,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,2401,40,34,18,Monsoon,Partial Damage
Rabi,Alluvial,Herbicides,1478,40,28,14,Summer,Partial Damage
Rabi,Black-Cotton,Herbicides,448,60,18,8,Monsoon,Partial Damage
Rabi,Alluvial,Bactericides,1478,25,40,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,625,40,30,14,Monsoon,Partial Damage
Kharif,Alluvial,Bactericides,984,40,40,0,Monsoon,Partial Damage
Rabi,Black-Cotton,Herbicides,1212,60,42,4,Monsoon,Partial Damage
Kharif,Alluvial,Insecticides,577,0,0,0,Summer,Significant Damage
Kharif,Alluvial,Insecticides,1132,0,0,0,Summer,Significant Damage
Kharif,Black-Cotton,Insecticides,1575,0,0,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,625,30,29,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,732,50,30,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,984,40,38,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,10,42,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,20,40,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1056,30,27,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1132,40,45,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1132,30,43,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1212,20,42,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1212,30,44,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1385,10,45,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1385,40,45,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1478,30,47,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,1478,20,41,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1678,50,39,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1678,5,44,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,1898,30,50,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1898,25,41,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2016,60,54,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2138,20,56,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2688,20,54,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2688,40,51,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,30,60,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,3337,20,62,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,3337,15,60,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,488,40,18,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,488,40,30,0,Winter,Significant Damage
Kharif,Alluvial,Bactericides,577,20,31,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,677,30,32,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,851,20,24,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,915,30,40,0,Summer,Significant Damage
Kharif,Black-Cotton,Bactericides,915,20,34,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1212,25,40,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1478,20,47,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,1678,25,48,0,Monsoon,Significant Damage
Kharif,Alluvial,Bactericides,1898,20,50,0,Winter,Significant Damage
Kharif,Black-Cotton,Bactericides,3165,20,57,0,Summer,Significant Damage
Rabi,Alluvial,Herbicides,677,60,17,19,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1056,40,22,2,Summer,Significant Damage
Rabi,Alluvial,Herbicides,1132,30,13,9,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,1478,30,21,4,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,2016,40,34,15,Winter,Significant Damage
Rabi,Alluvial,Herbicides,3516,20,50,13,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3702,30,56,12,Monsoon,Significant Damage
Rabi,Alluvial,Herbicides,3702,30,52,10,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,984,25,28,11,Summer,Significant Damage
Rabi,Black-Cotton,Herbicides,1132,35,28,12,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,1898,40,40,11,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2542,40,43,11,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2840,30,52,5,Monsoon,Significant Damage
Rabi,Black-Cotton,Herbicides,2840,40,48,13,Monsoon,Significant Damage
Kharif,Alluvial,Herbicides,448,40,20,9,Monsoon,Significant Damage
Rabi,Alluvial,Insecticides,2267,0,0,0,Monsoon,Significant Damage
Kharif,Alluvial,Insecticides,3896,0,0,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,531,20,34,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,577,30,28,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,677,10,32,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,789,40,41,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,851,30,36,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,851,20,24,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1132,40,40,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1296,20,52,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1385,40,47,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1385,20,30,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1385,50,25,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1478,25,45,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,1478,30,40,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1678,15,37,0,Winter,Significant Damage
Rabi,Alluvial,Bactericides,1678,60,46,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,1678,40,48,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1786,20,51,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1785,20,51,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,1898,20,46,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2015,20,53,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2015,40,51,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2138,10,40,0,Summer,Significant Damage
Rabi,Alluvial,Bactericides,2267,15,45,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2267,20,53,0,Monsoon,Significant Damage
Rabi,Black-Cotton,Bactericides,2687,25,55,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,2840,20,57,0,Summer,Significant Damage
Rabi,Black-Cotton,Bactericides,2840,15,57,0,Winter,Significant Damage
Rabi,Black-Cotton,Bactericides,2999,20,55,0,Monsoon,Significant Damage
Rabi,Alluvial,Bactericides,3165,20,60,0,Monsoon,Significant Damage
Kharif,Black-Cotton,Bactericides,531,30,32,0,Summer,Significant Damage
Kharif,Alluvial,Bactericides,732,40,29,0,Monsoon,Significant Damage
